AKB_FILIAL;AKB_PROCES;AKB_ITEM;AKB_DESCRI;AKB_ORIGEM;AKB_ENTIDA;AKB_INDICE;AKB_PERMR;AKB_CFGON;AKB_ESTORN
01;000052;03;"PEDIDO DE COMPRAS - Inclusao de pedido de compras - TOTAL                       ";"  ";SC7;3;" ";2;" "
01;000052;05;"PEDIDO DE COMPRAS - Baixa da Solicitação de Compras - ITENS                     ";"  ";SC1;1;" ";2;" "
01;000052;06;"PEDIDO DE COMPRAS - Estorno da baixa da Solicitação de Compras- ITENS           ";"  ";SC1;1;" ";2;" "
01;000052;07;"PEDIDO DE COMPRAS - Pedido de Compras por Edital                                ";"  ";SC7;1;" ";2;" "
01;000052;08;"PEDIDO DE COMPRAS - Pedido de Compras - Rateio por CC                           ";"  ";SCH;1;" ";2;" "
01;000053;01;"AUTORIZACAO DE ENTREGA - Inclusao de autorizacao de entrega - ITENS             ";"  ";SC7;1;" ";2;" "
01;000053;02;"AUTORIZACAO DE ENTREGA - Inclusao de autorizacao de entrega por cotacao         ";"  ";SC8;1;" ";2;" "
01;000053;03;"AUTORIZACAO DE ENTREGA - Inclusao de autorizacao de entrega - TOTAL             ";"  ";SC7;3;" ";2;" "
01;000053;04;"AUTORIZACAO DE ENTREGA - Autorização de Entrega - Rateio por CC                 ";"  ";SCH;1;" ";2;" "
01;000054;01;"DOCUMENTO DE ENTRADA - Inclusao de Documento de Entrada - ITENS                 ";"  ";SD1;1;1;2;1
01;000054;03;"DOCUMENTO DE ENTRADA - Inclusao de Documento de Entrada - TOTAL                 ";"  ";SF1;1;" ";2;" "
01;000054;05;"DOCUMENTO DE ENTRADA - Inclusao de devolucao de vendas - ITENS                  ";"  ";SD1;1;" ";2;" "
01;000054;07;"DOCUMENTO DE ENTRADA - Inclusao de beneficiamento - ITENS                       ";"  ";SD1;1;" ";2;" "
01;000054;09;"DOCUMENTO DE ENTRADA - Inclusao de Documento de Entrada - Rateio por CC         ";"  ";SDE;1;" ";2;" "
01;000054;10;"DOCUMENTO DE ENTRADA - Inclusao de devolucao de vendas - Rateio por CC          ";"  ";SDE;1;" ";2;" "
01;000054;11;"DOCUMENTO DE ENTRADA - Inclusao de beneficiamento  - Rateio por CC              ";"  ";SDE;1;" ";2;" "
01;000054;15;"DOCUMENTO DE ENTRADA - Baixa do Pedido de Compras - ITENS                       ";"  ";SC7;1;" ";2;" "
01;000054;16;"DOCUMENTO DE ENTRADA - Estorno da Baixa do Pedido de Compras - ITENS            ";"  ";SC7;1;" ";2;" "
01;000054;17;"DOCUMENTO DE ENTRADA - Baixa do Pedido de Compras - TOTAL                       ";"  ";SC7;3;" ";2;" "
01;000054;18;"DOCUMENTO DE ENTRADA - Exclusao de Remito de devolucao (Faturamento) - ITENS    ";"  ";SC7;3;" ";2;" "
01;000054;19;"DOCUMENTO DE ENTRADA - Inclusao de devolucao de vendas - TOTAL                  ";"  ";SF1;1;" ";2;" "
01;000054;20;"DOCUMENTO DE ENTRADA - Inclusao de beneficiamento - TOTAL                       ";"  ";SF1;1;" ";2;" "
01;000055;01;"LIBERACAO DE PEDIDO DE COMPRAS - Itens                                          ";"  ";SC7;1;" ";2;" "
01;000055;02;"LIBERACAO DE PEDIDO DE COMPRAS - Total                                          ";"  ";SC7;3;" ";2;" "
01;000056;01;"Eliminacao de residuos - SOLICITACAO DE COMPRAS                                 ";"  ";SC1;1;" ";2;" "
01;000056;02;"Eliminacao de residuos - PEDIDO DE COMPRAS                                      ";"  ";SC7;1;" ";2;" "
01;000056;03;"Eliminacao de residuos - AUTORIZACAO DE ENTREGA                                 ";"  ";SC7;1;" ";2;" "
01;000056;04;"Eliminacao de residuos - Pedido de Compras - Rateio por CC                      ";"  ";SCH;1;" ";2;" "
01;000057;01;"Encerramento de Pré-Requisição - Encerramento de Pré-Requisição                 ";"  ";SCQ;1;" ";2;" "
01;000080;01;"Cadastro de vagas para contratacao - Inclusao de vaga                           ";"  ";SQS;1;" ";2;" "
01;000082;01;"Contabilizacao - Itens - Contabilizacao                                         ";"  ";CT2;1;1;2;1
01;000082;02;"Contabilizacao - Efetivação de Pré-Lançamento                                   ";"  ";CT2;1;" ";2;" "
01;000083;01;"Itens - Contabilizacao - Inclusao por Funcao                                    ";"  ";RBD;1;" ";2;" "
01;000083;02;"Itens - Contabilizacao - Inclusao por CC                                        ";"  ";RB8;1;" ";2;" "
01;000084;01;"Cadastro de Funcionarios - Inclusao Folha (GPE)                                 ";"  ";SRA;1;" ";2;" "
01;000084;02;"Cadastro de Funcionarios - Inclusao por Admissao (RSP)                          ";"  ";SRA;1;" ";2;" "
01;000084;03;"Cadastro de Funcionarios - Alteracao (GPE)                                      ";"  ";SRA;1;" ";2;" "
01;000084;04;"Cadastro de Funcionarios - Alteracao Salarial (GPE)                             ";"  ";SR3;1;" ";2;" "
01;000085;01;"Fechamento mensal da folha - Verba ???                                          ";"  ";SRD;1;" ";2;" "
01;000086;01;"Transferencia de funcionarios - Saida                                           ";"  ";SRA;2;" ";2;" "
01;000086;02;"Transferencia de funcionarios - Entrada                                         ";"  ";SRA;2;" ";2;" "
01;000087;01;"Reajuste Salarial - Inclusao                                                    ";"  ";SR3;1;" ";2;" "
01;000088;01;"Dissidio retroativo - Inclusao de alteracao salarial                            ";"  ";SR3;1;" ";2;" "
01;000089;01;"Calculo de Ferias - Inclusao de calculo de ferias                               ";"  ";SRR;1;" ";2;" "
01;000090;01;"Calculo de Rescisao - Inclusao de calculo de rescisao                           ";"  ";SRR;1;" ";2;" "
01;000091;01;"Provisao de Ferias/13.Salario - Inclusao de Provisao de Ferias/13.Salario       ";"  ";SRT;1;" ";2;" "
01;000092;01;"Movimentacao de Titulos (RC1) - Inclusao de Movimentacao de Titulos (RC1)       ";"  ";RC1;1;" ";2;" "
01;000100;01;"PEDIDO DE VENDAS - Inclusao de pedido de vendas - ITENS                         ";"  ";SC6;1;" ";2;" "
01;000100;02;"PEDIDO DE VENDAS - Exclusao de pedido de vendas - ITENS                         ";"  ";SC6;1;" ";2;" "
01;000100;03;"PEDIDO DE VENDAS - Inclusao de pedido de vendas - TOTAL                         ";"  ";SC5;1;" ";2;" "
01;000100;04;"PEDIDO DE VENDAS - Exclusao de pedido de vendas - TOTAL                         ";"  ";SC5;1;" ";2;" "
01;000101;01;"NOTA FISCAL DE SAIDA - Inclusao de Documento de Saida - ITENS                   ";"  ";SD2;1;" ";2;" "
01;000101;02;"NOTA FISCAL DE SAIDA - Inclusao de Documento de Saida - TOTAL                   ";"  ";SF2;1;" ";2;" "
01;000101;03;"NOTA FISCAL DE SAIDA - Inclusao de Rateios de Documento de Saida - ITENS        ";"  ";AGH;1;" ";2;" "
01;000103;01;"Liberacao de Pedido de Vendas - Itens                                           ";"  ";SC6;1;" ";2;" "
01;000103;02;"Liberacao de Pedido de Vendas - Total                                           ";"  ";SC5;1;" ";2;" "
01;000104;01;"PAGAMENTO DA COMISSAO DE VENDEDORES - PAGAMENTO DE COMISSAO                     ";"  ";SE3;3;" ";2;" "
01;000150;01;"Solicitacao ao armazem - Solicitacao ao armazem                                 ";"  ";SCP;1;" ";2;" "
01;000151;01;"MOVIMENTOS INTERNOS - Entrada no estoque - movimentos internos                  ";"  ";SD3;3;1;2;1
01;000151;02;"MOVIMENTOS INTERNOS - Saida do estoque - movimentos internos                    ";"  ";SD3;3;" ";2;" "
01;000152;01;"PRODUCAO - Entrada no estoque - producao                                        ";"  ";SD3;3;" ";2;" "
01;000152;02;"PRODUCAO - Saida do estoque - producao                                          ";"  ";SD3;3;" ";2;" "
01;000153;01;"ACERTO DO INVENTARIO - Entrada - Acerto de inventario                           ";"  ";SD3;3;" ";2;" "
01;000153;02;"ACERTO DO INVENTARIO - Saida - Acerto de inventario                             ";"  ";SD3;3;" ";2;" "
01;000154;01;"INCLUSAO DE ATIVO FIXO - Cadastro de Ativo Imobilizado                          ";"  ";SN1;1;" ";2;" "
01;000154;02;"INCLUSAO DE ATIVO FIXO - Saldos e Valores do Ativo                              ";"  ";SN3;1;" ";2;" "
01;000154;03;"INCLUSAO DE ATIVO FIXO - Movimentacoes do Ativo Fixo                            ";"  ";SN4;1;" ";2;" "
01;000155;01;"Metas de Vendas - Faturamento - Metas de Vendas - Faturamento                   ";"  ";SCT;1;" ";2;" "
01;000251;01;"APURACAO DE IPI - APURACAO DE IPI                                               ";"  ";SE2;1;" ";2;" "
01;000252;01;"PLANILHA ORCAMENTARIA - Itens - Atualização da Planilha                         ";"  ";AK2;1;1;2;1
01;000252;02;"PLANILHA ORCAMENTARIA - Itens - Revisão da Planilha                             ";"  ";AK2;1;" ";2;" "
01;000252;03;"PLANILHA ORCAMENTARIA - Itens - Simulação da Planilha                           ";"  ";AK2;1;" ";2;" "
01;000252;04;"PLANILHA ORCAMENTARIA - Itens - Finalizacao Revisão da Planilha                 ";"  ";AK2;1;" ";2;" "
01;000255;01;"Saldos CTB - Saldo Contas Contabeis por CC                                      ";"  ";CQ3;1;" ";2;" "
01;000255;02;"Saldos CTB - Saldo Contas Contabeis                                             ";"  ";CQ1;1;" ";2;" "
01;000255;03;"Saldos CTB - Saldo Contas Contabeis por It.Contabil                             ";"  ";CQ5;1;" ";2;" "
01;000255;04;"Saldos CTB - Saldo Contas Contabeis por Cl.Valor                                ";"  ";CQ7;1;" ";2;" "
01;000255;05;"Saldos CTB - SALDOS CTB - SALDO CONTAS CONTABEIS POR OUTRAS ENTIDADES           ";"  ";CVY;1;" ";2;" "
01;000300;01;"NOTA DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Inclusao de Nota de Saida ";"  ";SD2;1;" ";2;" "
01;000300;03;"NOTA DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Inclusao de Nota de Saida ";"  ";SF2;1;" ";2;" "
01;000300;05;NOTA DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Inclusao de Nota de Benefi;"  ";SD2;1;" ";2;" "
01;000300;07;NOTA DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Inclusao de Nota de Benefi;"  ";SF2;1;" ";2;" "
01;000301;01;REMITO DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Inclusao de Remito de Sa;"  ";SD2;1;" ";2;" "
01;000301;02;REMITO DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Exclusao de Remito de Sa;"  ";SD2;1;" ";2;" "
01;000301;03;REMITO DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Inclusao de Remito de Sa;"  ";SF2;1;" ";2;" "
01;000301;04;REMITO DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Exclusao de Remito de Sa;"  ";SF2;1;" ";2;" "
01;000301;05;REMITO DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Inclusao de Remito de Be;"  ";SD2;1;" ";2;" "
01;000301;06;REMITO DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Exclusao de Remito de Be;"  ";SD2;1;" ";2;" "
01;000301;07;REMITO DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Inclusao de Remito de Be;"  ";SF2;1;" ";2;" "
01;000301;08;REMITO DE SAIDA MANUAL E DE BENDEFICIAMENTO A CLIENTE - Exclusao de Remito de Be;"  ";SF2;1;" ";2;" "
01;000302;01;REMITO DE DEVOLUCAO (FATURAMENTO) - Inclusao de Remito de devolucao (Faturamento;"  ";SD1;1;" ";2;" "
01;000302;02;REMITO DE DEVOLUCAO (FATURAMENTO) - Exclusao de Remito de devolucao (Faturamento;"  ";SD1;1;" ";2;" "
01;000302;03;REMITO DE DEVOLUCAO (FATURAMENTO) - Inclusao de Remito de devolucao (Faturamento;"  ";SF1;1;" ";2;" "
01;000302;04;REMITO DE DEVOLUCAO (FATURAMENTO) - Exclusao de Remito de devolucao (Faturamento;"  ";SF1;1;" ";2;" "
01;000303;01;REMITO DE RETORNO SIMBOLICO (FATURAMENTO) - Inclusao de Remito de Retorno Simbol;"  ";SD1;1;" ";2;" "
01;000303;02;REMITO DE RETORNO SIMBOLICO (FATURAMENTO) - Exclusao de Remito de Retorno Simbol;"  ";SD1;1;" ";2;" "
01;000303;03;REMITO DE RETORNO SIMBOLICO (FATURAMENTO) - Inclusao de Remito de Retorno Simbol;"  ";SF1;1;" ";2;" "
01;000303;04;REMITO DE RETORNO SIMBOLICO (FATURAMENTO) - Exclusao de Remito de Retorno Simbol;"  ";SF1;1;" ";2;" "
01;000304;01;"REMITO DE TRANSFERENCIA - Inclusao de Remito de Transferencia (Entrada) - ITENS ";"  ";SD1;1;" ";2;" "
01;000304;02;"REMITO DE TRANSFERENCIA - Exclusao de Remito de Transferencia (Entrada) - ITENS ";"  ";SD1;1;" ";2;" "
01;000304;03;"REMITO DE TRANSFERENCIA - Inclusao de Remito de Transferencia (Entrada) - TOTAL ";"  ";SF1;1;" ";2;" "
01;000304;04;"REMITO DE TRANSFERENCIA - Exclusao de Remito de Transferencia (Entrada) - TOTAL ";"  ";SF1;1;" ";2;" "
01;000304;05;"REMITO DE TRANSFERENCIA - Inclusao de Remito de Transferencia (Saida) - ITENS   ";"  ";SD2;1;" ";2;" "
01;000304;06;"REMITO DE TRANSFERENCIA - Exclusao de Remito de Transferencia (Saida) - ITENS   ";"  ";SD2;1;" ";2;" "
01;000304;07;"REMITO DE TRANSFERENCIA - Inclusao de Remito de Transferencia (Saida) - TOTAL   ";"  ";SF2;1;" ";2;" "
01;000304;08;"REMITO DE TRANSFERENCIA - Exclusao de Remito de Transferencia (Saida) - TOTAL   ";"  ";SF2;1;" ";2;" "
01;000305;01;REMITO DE DEVOLUCAO (COMPRAS) - Inclusao de Remito de Devolucao (Compras) - ITEN;"  ";SD2;1;" ";2;" "
01;000305;02;REMITO DE DEVOLUCAO (COMPRAS) - Exclusao de Remito de Devolucao (Compras) - ITEN;"  ";SD2;1;" ";2;" "
01;000305;03;REMITO DE DEVOLUCAO (COMPRAS) - Inclusao de Remito de Devolucao (Compras) - TOTA;"  ";SF2;1;" ";2;" "
01;000305;04;REMITO DE DEVOLUCAO (COMPRAS) - Exclusao de Remito de Devolucao (Compras) - TOTA;"  ";SF2;1;" ";2;" "
01;000306;01;"NOTA DE ENTRADA MANUAL - Inclusao de Nota Entrada Normal (Compras) - ITENS      ";"  ";SD1;1;" ";2;" "
01;000306;03;"NOTA DE ENTRADA MANUAL - Inclusao de Nota Entrada Normal (Compras) - TOTAL      ";"  ";SF1;1;" ";2;" "
01;000306;05;NOTA DE ENTRADA MANUAL - Inclusao de Nota Entrada Beneficiamento (Compras) - ITE;"  ";SD1;1;" ";2;" "
01;000306;06;NOTA DE ENTRADA MANUAL - Exclusao de Nota Entrada Beneficiamento (Compras) - ITE;"  ";SD1;1;" ";2;" "
01;000306;07;NOTA DE ENTRADA MANUAL - Inclusao de Nota Entrada Beneficiamento (Compras) - TOT;"  ";SF1;1;" ";2;" "
01;000306;08;NOTA DE ENTRADA MANUAL - Exclusao de Nota Entrada Beneficiamento (Compras) - TOT;"  ";SF1;1;" ";2;" "
01;000306;09;NOTA DE ENTRADA MANUAL - Inclusao de Nota Entrada Desp.Importacao (Compras) - IT;"  ";SD1;1;" ";2;" "
01;000306;10;NOTA DE ENTRADA MANUAL - Exclusao de Nota Entrada Desp.Importacao (Compras) - IT;"  ";SD1;1;" ";2;" "
01;000306;11;NOTA DE ENTRADA MANUAL - Inclusao de Nota Entrada Desp.Importacao (Compras) - TO;"  ";SF1;1;" ";2;" "
01;000306;12;NOTA DE ENTRADA MANUAL - Exclusao de Nota Entrada Desp.Importacao (Compras) - TO;"  ";SF1;1;" ";2;" "
01;000306;13;NOTA DE ENTRADA MANUAL - Inclusao de Nota Entrada Conhecimento Frete (Compras) -;"  ";SD1;1;" ";2;" "
01;000306;14;NOTA DE ENTRADA MANUAL - Exclusao de Nota Entrada Conhecimento Frete (Compras) -;"  ";SD1;1;" ";2;" "
01;000306;15;NOTA DE ENTRADA MANUAL - Inclusao de Nota Entrada Conhecimento Frete (Compras) -;"  ";SF1;1;" ";2;" "
01;000306;16;"NOTA DE ENTRADA MANUAL - Rateio                                                 ";"  ";SF1;1;" ";2;" "
01;000307;01;REMITO DE ENTRADA MANUAL E DE BENEFICIAMENTO A CLIENTE - Inclusao de Remito de E;"  ";SD1;1;" ";2;" "
01;000307;02;REMITO DE ENTRADA MANUAL E DE BENEFICIAMENTO A CLIENTE - Exclusao de Remito de E;"  ";SD1;1;" ";2;" "
01;000307;03;REMITO DE ENTRADA MANUAL E DE BENEFICIAMENTO A CLIENTE - Inclusao de Remito de E;"  ";SF1;1;" ";2;" "
01;000307;04;REMITO DE ENTRADA MANUAL E DE BENEFICIAMENTO A CLIENTE - Exclusao de Remito de E;"  ";SF1;1;" ";2;" "
01;000307;05;REMITO DE ENTRADA MANUAL E DE BENEFICIAMENTO A CLIENTE - Inclusao de Remito de B;"  ";SD1;1;" ";2;" "
01;000307;06;REMITO DE ENTRADA MANUAL E DE BENEFICIAMENTO A CLIENTE - Exclusao de Remito de B;"  ";SD1;1;" ";2;" "
01;000307;07;REMITO DE ENTRADA MANUAL E DE BENEFICIAMENTO A CLIENTE - Inclusao de Remito de B;"  ";SF1;1;" ";2;" "
01;000307;08;REMITO DE ENTRADA MANUAL E DE BENEFICIAMENTO A CLIENTE - Exclusao de Remito de B;"  ";SF1;1;" ";2;" "
01;000308;01;"NOTA DE DEBITO A CLIENTE - Inclusao de Nota de Debito a Cliente - ITENS         ";"  ";SD2;1;" ";2;" "
01;000308;03;"NOTA DE DEBITO A CLIENTE - Inclusao de Nota de Debito a Cliente - TOTAL         ";"  ";SF2;1;" ";2;" "
01;000309;01;"NOTA DE CREDITO A CLIENTE - Inclusao de Nota de Credito a Cliente - ITENS       ";"  ";SD1;1;" ";2;" "
01;000309;03;"NOTA DE CREDITO A CLIENTE - Inclusao de Nota de Credito a Cliente - TOTAL       ";"  ";SF1;1;" ";2;" "
01;000310;01;"NOTA DE DEBITO A FORNECEDOR - Inclusao de Nota de Debito a Fornecedor - ITENS   ";"  ";SD1;1;" ";2;" "
01;000310;03;"NOTA DE DEBITO A FORNECEDOR - Inclusao de Nota de Debito a Fornecedor - TOTAL   ";"  ";SF1;1;" ";2;" "
01;000311;01;"NOTA DE CREDITO A FORNECEDOR - Inclusao de Nota Propria - ITENS                 ";"  ";SD1;1;" ";2;" "
01;000311;02;"NOTA DE CREDITO A FORNECEDOR - Inclusao de Nota Propria - TOTAL                 ";"  ";SF1;1;" ";2;" "
01;000311;03;"NOTA DE CREDITO A FORNECEDOR - Inclusão de Nota emitida pelo Fornecedor - ITENS ";"  ";SD2;1;" ";2;" "
01;000311;04;"NOTA DE CREDITO A FORNECEDOR - Inclusão de Nota emitida pelo Fornecedor - TOTAL ";"  ";SF2;1;" ";2;" "
01;000312;01;"RECIBO DE SERVICOS (COMPRAS) - Inclusao de Recibo de Servicos (Compras) - ITENS ";"  ";SD1;1;" ";2;" "
01;000312;02;"RECIBO DE SERVICOS (COMPRAS) - Exclusao de Recibo de Servicos (Compras) - ITENS ";"  ";SD1;1;" ";2;" "
01;000312;03;"RECIBO DE SERVICOS (COMPRAS) - Inclusao de Recibo de Servicos (Compras) - TOTAL ";"  ";SF1;1;" ";2;" "
01;000312;04;"RECIBO DE SERVICOS (COMPRAS) - Exclusao de Recibo de Servicos (Compras) - TOTAL ";"  ";SF1;1;" ";2;" "
01;000313;01;"ORDENS DE PAGAMENTO - Ordens de Pagamento - Baixa de Titulo                     ";"  ";SEK;1;" ";2;" "
01;000313;02;"ORDENS DE PAGAMENTO - Ordens de Pagamento - Pagamento Antecipado                ";"  ";SEK;1;" ";2;" "
01;000313;03;"ORDENS DE PAGAMENTO - Ordens de Pagamento - Cheque de Terceiros                 ";"  ";SEK;1;" ";2;" "
01;000313;04;"ORDENS DE PAGAMENTO - Ordens de Pagamento - Cheque Proprio                      ";"  ";SEK;1;" ";2;" "
01;000313;05;"ORDENS DE PAGAMENTO - Ordens de Pagamento - Geracao de Retencao                 ";"  ";SEK;1;" ";2;" "
01;000314;01;"RECALCULO DO CUSTO MEDIO - CUSTO DE ENTRADAS                                    ";"  ";SD1;1;" ";2;" "
01;000314;02;"RECALCULO DO CUSTO MEDIO - CUSTO DE MOVIMENTOS INTERNOS                         ";"  ";SD3;1;" ";2;" "
01;000314;03;"RECALCULO DO CUSTO MEDIO - CUSTO DE SAIDAS                                      ";"  ";SD2;1;" ";2;" "
01;000340;01;"Documento Hábil - Inclusão do Documento Hábil                                   ";"  ";FV0;1;" ";2;" "
01;000340;02;"Documento Hábil - Realização do Documento Hábil                                 ";"  ";FV0;1;" ";2;" "
01;000350;01;"Geracao de projeto - Geracao de tarefas                                         ";"  ";AF9;1;" ";2;" "
01;000350;02;"Geracao de projeto - Historico da revisão de Tarefas                            ";"  ";AF9;1;" ";2;" "
01;000351;01;"Mudanca de fase do projeto - EDT Principal                                      ";"  ";AFC;1;" ";2;" "
01;000351;02;"Mudanca de fase do projeto - Tarefas                                            ";"  ";AF9;1;" ";2;" "
01;000351;03;"Mudanca de fase do projeto - Produtos e recursos                                ";"  ";AFA;1;" ";2;" "
01;000351;04;"Mudanca de fase do projeto - Despesas                                           ";"  ";AFB;1;" ";2;" "
01;000354;01;"PLANILHA DE CONTRATO - Inclusão de Planilha - Total                             ";"  ";CNA;1;" ";2;" "
01;000354;02;"PLANILHA DE CONTRATO - Inclusão de Planilha - Items                             ";"  ";CNB;1;" ";2;" "
01;000354;03;"PLANILHA DE CONTRATO - Aprovação Revisão de Planilha - Total                    ";"  ";CNA;1;" ";2;" "
01;000354;04;"PLANILHA DE CONTRATO - Aprovação Revisão de Planilha - Itens                    ";"  ";CNB;1;" ";2;" "
01;000354;05;"PLANILHA DE CONTRATO - Paralisação do Contrato - Planilha - Total               ";"  ";CNA;1;" ";2;" "
01;000354;06;"PLANILHA DE CONTRATO - Paralisação do Contrato - Planilha - Itens               ";"  ";CNB;1;" ";2;" "
01;000354;07;PLANILHA DE CONTRATO - Finalização/Cancelamento do Contrato do Contrato - Planil;"  ";CNA;1;" ";2;" "
01;000354;08;PLANILHA DE CONTRATO - Finalização/Cancelamento do Contrato do Contrato - Planil;"  ";CNB;3;" ";2;" "
01;000355;01;"MEDIÇÃO DE CONTRATO - Medição de Contrato - Total                               ";"  ";CND;1;" ";2;" "
01;000355;02;"MEDIÇÃO DE CONTRATO - Medição de Contrato - Items                               ";"  ";CNE;1;" ";2;" "
01;000355;03;"MEDIÇÃO DE CONTRATO - Encerramento da Medição                                   ";"  ";CND;1;" ";2;" "
01;000355;04;"MEDIÇÃO DE CONTRATO - Encer. Medição: Itens Contrato                            ";"  ";CNE;1;" ";2;" "
01;000355;05;"MEDIÇÃO DE CONTRATO - Encer. Medição: Rateio Itens Contrato s/ Planilha         ";"  ";CNZ;2;" ";2;" "
01;000355;06;"MEDIÇÃO DE CONTRATO - Encer. Medição: Rateio Itens Contrato c/ Planilha         ";"  ";CNZ;2;" ";2;" "
01;000356;01;Liberacao de Solicitacao de Contingencia - Lancamento de ContingenciaLiberacao d;"  ";ALJ;1;" ";2;" "
01;000356;02;Liberacao de Solicitacao de Contingencia - Empenho de ContingenciaLiberacao de S;"  ";ALJ;1;" ";2;" "
01;000357;01;"Cronograma do Contrato - Cronograma Financeiro                                  ";"  ";CNF;2;" ";2;" "
01;000357;02;Cronograma do Contrato - Cronograma Fisico - Proporcionalidade do item de contra;"  ";CNS;1;" ";2;" "
01;000357;03;"Cronograma do Contrato - Cronograma Financeiro - Aprovação Revisao              ";"  ";CNF;2;" ";2;" "
01;000357;04;"Cronograma do Contrato - Paralisação do Contrato - Cronograma Financeiro        ";"  ";CNF;1;" ";2;" "
01;000357;05;Cronograma do Contrato - Finalização/Cancelamento do Contrato do Contrato - Cron;"  ";CNF;3;" ";2;" "
01;000358;01;"Planejamento orcamentario - Movimentos de planejamento                          ";"  ";ALY;1;" ";2;" "
01;000359;01;"Caixinha - Inclusao Caixinha                                                    ";"  ";SET;1;" ";2;" "
01;000359;02;"Caixinha - Inclusao Movimento Caixinha                                          ";"  ";SEU;1;" ";2;" "
01;000359;03;"Caixinha - Reposição Caixinha                                                   ";"  ";SEU;1;" ";2;" "
01;000362;01;"Geração de Notas (Faturamento) - Geração de Notas (Faturamento) - ITENS         ";"  ";SD2;1;" ";2;" "
01;000362;02;"Geração de Notas (Faturamento) - Geração de Notas (Faturamento) - TOTAL         ";"  ";SF2;1;" ";2;" "
01;000374;01;"Simulação de Depreciação - Movimentos de Simulação: Bens                        ";"  ";SNS;1;" ";2;" "
01;000374;02;"Simulação de Depreciação - Movimentos de Simulação: Modificadores de Aquisição  ";"  ";SNS;1;" ";2;" "
01;000374;03;"Simulação de Depreciação - Movimentos de Simulação: Modificadores de Baixa      ";"  ";SNS;1;" ";2;" "
01;000363;01;"Cálculo da Depreciação - Conta do Bem                                           ";"  ";SN4;4;" ";2;" "
01;000364;01;"Descalculo de Depreciação - Conta do Bem                                        ";"  ";SN4;4;" ";2;" "
01;000365;01;"Depreciação Acelerada - Conta do Bem                                            ";"  ";SN4;4;" ";2;" "
01;000366;01;"Aquisição por Transferencia - Conta do Bem                                      ";"  ";SN4;4;" ";2;" "
01;000368;01;"Transferencia de Ativos - Transferencia Contábil                                ";"  ";SN3;4;" ";2;" "
01;000368;02;"Transferencia de Ativos - Transferencia Filial - Origem                         ";"  ";SN3;4;" ";2;" "
01;000368;03;"Transferencia de Ativos - Transferencia Filial - Destino                        ";"  ";SN3;4;" ";2;" "
01;000369;01;"Ampliação - Conta do Bem                                                        ";"  ";SN4;4;" ";2;" "
01;000370;01;"Baixa com Cálculo de Depreciação - Conta do Bem                                 ";"  ";SN4;4;" ";2;" "
01;000371;01;"Baixa sem Calculo de depreciação - Conta do Bem                                 ";"  ";SN4;4;" ";2;" "
01;000372;01;"Baixa de Adiantamento com Calculo de depreciação - Conta do Bem                 ";"  ";SN4;4;" ";2;" "
01;000373;01;"Baixa de Adiantamento Sem Cálculo de Depreciação - Conta do Bem                 ";"  ";SN4;4;" ";2;" "
01;000375;01;"Importação de Arquivos - Importação de Arquivos XML                             ";"  ";AMJ;1;" ";2;" "
01;000376;01;"Rateio PC - Rateio Pedido de Compra                                             ";"  ";SCH;1;" ";2;" "
01;000377;01;"Registro de Treinamento - Inclusão de Treinamento                               ";"  ";RA2;1;" ";2;1
01;000400;01;"Nota de Empenho - Inclusão NE                                                   ";"  ";CX1;1;" ";2;" "
01;000400;02;"Nota de Empenho - Exclusão NE                                                   ";"  ";CX1;1;" ";2;" "
01;000401;01;"Pedido de Viagem - Antes do autorizador ser notificado.                         ";"  ";FO6;1;" ";2;" "
01;000401;02;"Pedido de Viagem - Após o autorizador ser notificado.                           ";"  ";FO6;1;" ";2;" "
01;000401;03;"Pedido de Viagem - Antes da autorização do pedido.                              ";"  ";FO6;1;" ";2;" "
01;000401;04;"Pedido de Viagem - Após a autorização do pedido.                                ";"  ";FO6;1;" ";2;" "
01;000401;05;"Pedido de Viagem - Antes da emissão do pedido.                                  ";"  ";FO6;1;" ";2;" "
01;000401;06;"Pedido de Viagem - Após a emissão do pedido.                                    ";"  ";FO6;1;" ";2;" "
01;000401;07;"Pedido de Viagem - Após o cancelamento do pedido.                               ";"  ";FO6;1;" ";2;" "
